source_iso3,target_iso3,year,export_value,import_value,log_value,above_threshold
LAO,CHL,2005,162912022.42,160261186.38,8.212,FALSE
LAO,ARG,2005,1967643619.91,2254715994.79,9.2939,TRUE
MYS,BRN,2005,7069138846.59,6171705725.86,9.8494,TRUE
MYS,KHM,2005,320854072.07,387541827.92,8.5063,FALSE
MYS,IDN,2005,335798156.93,301981104.06,8.5261,FALSE
MYS,PHL,2005,1048770197.4,1228523298.56,9.0207,TRUE
MYS,THA,2005,19709713.64,24445730.13,7.2947,FALSE
MYS,USA,2005,9443968088.95,11208474491.6,9.9752,TRUE
MYS,JPN,2005,1501069357.73,1406699019.82,9.1764,TRUE
MYS,DEU,2005,399309448.61,404059858.91,8.6013,FALSE
MYS,IND,2005,45672742.32,47586744.53,7.6597,FALSE
MYS,HKG,2005,1338673433.92,1553225484.57,9.1267,TRUE
MYS,TWN,2005,137279112.39,158435363.01,8.1376,FALSE
MYS,GBR,2005,206605197.97,210619144.67,8.3151,FALSE
MYS,AUS,2005,14091672592.53,12811517865.26,10.149,TRUE
MYS,BRA,2005,1530821014.94,1839478327.5,9.1849,TRUE
MYS,ZAF,2005,84008761.22,76713348.2,7.9243,FALSE
MYS,RUS,2005,152411779.49,143537512.94,8.183,FALSE
MYS,MEX,2005,189032300.63,186056891.07,8.2765,FALSE
MYS,ITA,2005,496289736.01,477321652.73,8.6957,FALSE
MYS,TUR,2005,2109653524.13,2530537929.04,9.3242,TRUE
MYS,ARE,2005,57090125.71,48959287.16,7.7566,FALSE
MYS,BGD,2005,335854228.59,408024632.58,8.5262,FALSE
MYS,NGA,2005,204258741.69,217060148.1,8.3102,FALSE
MYS,EGY,2005,69761632.28,69214284.59,7.8436,FALSE
MYS,CHL,2005,110774855.39,131319671.89,8.0444,FALSE
MYS,ARG,2005,62502991.31,77542352.54,7.7959,FALSE
MMR,IDN,2005,9740477.29,9928491.53,6.9886,FALSE
MMR,LAO,2005,1723887808.62,1509972973.5,9.2365,TRUE
MMR,PHL,2005,485490059.53,593690263.81,8.6862,FALSE
MMR,SGP,2005,3212031287.73,2965927529.08,9.5068,TRUE
MMR,THA,2005,775509508.53,922641620.97,8.8896,TRUE
MMR,JPN,2005,201305277.89,203987373.73,8.3039,FALSE
MMR,IND,2005,115390059.14,107947227.44,8.0622,FALSE
MMR,AUS,2005,820574395.04,840446071.76,8.9141,TRUE
MMR,RUS,2005,1053329905.96,1243791755.15,9.0226,TRUE
MMR,CAN,2005,59774800.46,52889051.96,7.7765,FALSE
MMR,ESP,2005,319017741.56,391170267.72,8.5038,FALSE
MMR,SAU,2005,277214209.03,318589350.31,8.4428,FALSE
MMR,ARE,2005,117783931.65,122961373.79,8.0711,FALSE
MMR,BGD,2005,31256200.09,29685321.49,7.4949,FALSE
MMR,PAK,2005,2295586177.15,2143029260.4,9.3609,TRUE
MMR,NGA,2005,568994287.73,581746129.16,8.7551,TRUE
MMR,CHL,2005,12083181574.01,13609922214.59,10.0822,TRUE
PHL,KHM,2005,459361034.48,431744506.88,8.6622,FALSE
PHL,IDN,2005,1886227538.88,1981303951.94,9.2756,TRUE
PHL,MYS,2005,1672661789.51,1899830683.21,9.2234,TRUE
PHL,SGP,2005,40839648.61,35569468.16,7.6111,FALSE
PHL,VNM,2005,2829495925.55,2623909928.7,9.4517,TRUE
PHL,DEU,2005,578532852.52,710342361.85,8.7623,TRUE
PHL,IND,2005,278610207.3,268527624.81,8.445,FALSE
PHL,FRA,2005,948172425.06,969713651.43,8.9769,TRUE
PHL,RUS,2005,1027898281.61,971507267.75,9.012,TRUE
PHL,MEX,2005,2828615645.46,2818762316.3,9.4516,TRUE
PHL,CAN,2005,9455415237.74,9281244272.16,9.9757,TRUE
PHL,ITA,2005,718293478.31,626681702.58,8.8563,TRUE
PHL,ESP,2005,348602533.61,383267654.1,8.5423,FALSE
PHL,SAU,2005,332855186.95,365860948.45,8.5223,FALSE
PHL,ARE,2005,1082889495.25,1314246629.98,9.0346,TRUE
PHL,PAK,2005,174384792.54,164187213.59,8.2415,FALSE
PHL,NGA,2005,54803219.23,56564327.5,7.7388,FALSE
PHL,EGY,2005,94382395.73,106849743.86,7.9749,FALSE
SGP,LAO,2005,224002848.44,204439412.58,8.3503,FALSE
SGP,MYS,2005,169713653.87,174633338.29,8.2297,FALSE
SGP,PHL,2005,563838215.84,527715171.71,8.7512,TRUE
SGP,VNM,2005,33724560950.5,30139588847.2,10.5279,TRUE
SGP,USA,2005,7106465581.99,8456282092.15,9.8517,TRUE
SGP,TWN,2005,2968556.17,3341100.79,6.4725,FALSE
SGP,AUS,2005,1121388619.06,1274336261.01,9.0498,TRUE
SGP,BRA,2005,16931157.46,18755368.89,7.2287,FALSE
SGP,ZAF,2005,56327304.86,60295382.32,7.7507,FALSE
SGP,CAN,2005,41149625.73,39549426.16,7.6144,FALSE
SGP,NLD,2005,104028250.08,121840819.3,8.0172,FALSE
SGP,ESP,2005,360016151.35,429531337.03,8.5563,FALSE
SGP,PAK,2005,558581430.08,567656077.35,8.7471,TRUE
SGP,EGY,2005,8155273.48,7278643.7,6.9114,FALSE
THA,BRN,2005,25483054.64,23678534.32,7.4063,FALSE
THA,KHM,2005,39438366.19,43576139.5,7.5959,FALSE
THA,LAO,2005,1296112680.3,1412409682.65,9.1126,TRUE
THA,MYS,2005,1038244798.0,947070295.46,9.0163,TRUE
THA,MMR,2005,15365024.57,16132386.77,7.1865,FALSE
THA,PHL,2005,373443461.9,396737098.7,8.5722,FALSE
THA,VNM,2005,89019768.21,89543812.61,7.9495,FALSE
THA,USA,2005,862038600.08,988136982.34,8.9355,TRUE
THA,KOR,2005,1602609185.42,1942166450.93,9.2048,TRUE
THA,DEU,2005,3290374537.28,4089035294.08,9.5172,TRUE
THA,IND,2005,124584201.06,146108326.24,8.0955,FALSE
THA,HKG,2005,5128900572.64,5459221971.35,9.71,TRUE
THA,TWN,2005,5159674603.82,6310087331.78,9.7126,TRUE
THA,AUS,2005,48018901.05,50366160.6,7.6814,FALSE
THA,BRA,2005,1221261128.59,1462622427.94,9.0868,TRUE
THA,MEX,2005,458192685.74,542375276.27,8.661,FALSE
THA,ITA,2005,13273076.67,16133378.38,7.123,FALSE
THA,PAK,2005,452360542.98,510065423.98,8.6555,FALSE
THA,NGA,2005,894762144.22,843048632.54,8.9517,TRUE
THA,ARG,2005,145829273.57,167570747.46,8.1638,FALSE
VNM,IDN,2005,448130602.11,474228142.33,8.6514,FALSE
VNM,PHL,2005,1418848389.4,1338457670.41,9.1519,TRUE
VNM,SGP,2005,1240888897.9,1157754338.09,9.0937,TRUE
VNM,THA,2005,36088160.08,43822747.9,7.5574,FALSE
VNM,USA,2005,2159557533.64,2025195517.23,9.3344,TRUE
VNM,JPN,2005,28732371.44,35412259.43,7.4584,FALSE
VNM,KOR,2005,5213847571.61,5516190236.91,9.7172,TRUE
VNM,IND,2005,81192809.51,72266909.91,7.9095,FALSE
VNM,FRA,2005,45027506.31,49823832.6,7.6535,FALSE
VNM,GBR,2005,1444722360.75,1563765492.86,9.1598,TRUE
VNM,AUS,2005,3592624516.08,4022026228.49,9.5554,TRUE
VNM,ZAF,2005,718162547.66,813599284.87,8.8562,TRUE
VNM,RUS,2005,5554484702.55,4755361581.9,9.7446,TRUE
VNM,CAN,2005,11588182.38,12168196.66,7.064,FALSE
VNM,NLD,2005,1184412273.71,1094678685.96,9.0735,TRUE
VNM,ESP,2005,183123245.25,166480404.64,8.2627,FALSE
VNM,SAU,2005,1653470759.29,1754383049.15,9.2184,TRUE
VNM,ARE,2005,783832567.0,960375440.2,8.8942,TRUE
VNM,EGY,2005,30832240.78,26974284.03,7.489,FALSE
VNM,CHL,2005,22343474.25,20259020.91,7.3492,FALSE
VNM,ARG,2005,1728112551.41,1744641273.88,9.2376,TRUE
CHN,KHM,2005,71397037.72,74099995.32,7.8537,FALSE
CHN,IDN,2005,12505350.05,12962552.38,7.0971,FALSE
CHN,MYS,2005,228603824.09,232649144.04,8.3591,FALSE
CHN,MMR,2005,1663068591.66,1511803685.93,9.2209,TRUE
CHN,SGP,2005,455521759.13,559481833.66,8.6585,FALSE
CHN,THA,2005,203832719.57,199403490.67,8.3093,FALSE
CHN,USA,2005,785679038.23,951882254.85,8.8952,TRUE
CHN,JPN,2005,342355500.24,385982165.93,8.5345,FALSE
CHN,KOR,2005,3094906263.44,3788935060.75,9.4906,TRUE
CHN,HKG,2005,556151575.44,487850016.2,8.7452,TRUE
CHN,TWN,2005,1323651658.86,1154686406.88,9.1218,TRUE
CHN,GBR,2005,2519232298.38,2150969554.54,9.4013,TRUE
CHN,ZAF,2005,884082846.92,835605309.44,8.9465,TRUE
CHN,MEX,2005,345231698.2,321275269.25,8.5381,FALSE
CHN,CAN,2005,373468597.79,384722822.98,8.5723,FALSE
CHN,ESP,2005,11701592.32,10096425.55,7.0682,FALSE
CHN,ARE,2005,522721860.31,490894168.9,8.7183,FALSE
CHN,BGD,2005,100063253.07,114238823.07,8.0003,FALSE
CHN,PAK,2005,12281528166.76,10663156355.04,10.0893,TRUE
CHN,NGA,2005,385363567.51,348004107.58,8.5859,FALSE
USA,KHM,2005,7871301.91,7417189.13,6.896,FALSE
USA,LAO,2005,323039033.74,312990787.75,8.5093,FALSE
USA,MYS,2005,1364798697.59,1604388430.85,9.1351,TRUE
USA,CHN,2005,470624347.5,504514818.15,8.6727,FALSE
USA,JPN,2005,5595184.96,6322631.89,6.7478,FALSE
USA,KOR,2005,1743917751.49,2165786840.72,9.2415,TRUE
USA,DEU,2005,399583892.3,436360142.35,8.6016,FALSE
USA,TWN,2005,270870180.73,294760447.97,8.4328,FALSE
USA,GBR,2005,528013864.66,516299660.08,8.7226,TRUE
USA,AUS,2005,979686641.62,958937560.7,8.9911,TRUE
USA,ZAF,2005,2501311427.86,2242481520.25,9.3982,TRUE
USA,RUS,2005,989051926.94,1075244203.2,8.9952,TRUE
USA,CAN,2005,374435639.67,339744539.84,8.5734,FALSE
USA,TUR,2005,25752619.56,26030587.29,7.4108,FALSE
USA,BGD,2005,44529078.72,46358361.84,7.6486,FALSE
USA,EGY,2005,1007182901.38,1206132629.72,9.0031,TRUE
JPN,BRN,2005,43045413.7,37646620.07,7.6339,FALSE
JPN,KHM,2005,3922940912.05,4234366683.66,9.5936,TRUE
JPN,IDN,2005,259719954.46,224444824.23,8.4145,FALSE
JPN,LAO,2005,343030536.51,420783234.59,8.5353,FALSE
JPN,MMR,2005,119255850.53,148525374.84,8.0765,FALSE
JPN,PHL,2005,477595235.26,451372321.03,8.6791,FALSE
JPN,SGP,2005,1803059335.22,2101295412.47,9.256,TRUE
JPN,USA,2005,853165978.15,1019806082.46,8.931,TRUE
JPN,KOR,2005,261971741.94,299653814.81,8.4183,FALSE
JPN,DEU,2005,354706990.73,338413623.75,8.5499,FALSE
JPN,GBR,2005,697639690.29,669216460.33,8.8436,TRUE
JPN,ZAF,2005,65459528.32,78262036.6,7.816,FALSE
JPN,CAN,2005,258631582.36,283311230.76,8.4127,FALSE
JPN,NLD,2005,143487852.09,161890703.18,8.1568,FALSE
JPN,ITA,2005,85338559.8,72804414.89,7.9311,FALSE
JPN,ESP,2005,189447525.1,181406531.39,8.2775,FALSE
JPN,TUR,2005,1003206000.95,1201737233.13,9.0014,TRUE
JPN,SAU,2005,414506112.3,476591488.8,8.6175,FALSE
JPN,ARE,2005,626602424.29,535644228.99,8.797,TRUE
JPN,PAK,2005,1683610891.87,2029660346.76,9.2262,TRUE
JPN,NGA,2005,1548956377.7,1917803880.13,9.19,TRUE
JPN,CHL,2005,295298770.95,342944911.27,8.4703,FALSE
JPN,ARG,2005,214888381.16,210887832.13,8.3322,FALSE
KOR,KHM,2005,21770244.05,26479483.36,7.3379,FALSE
KOR,IDN,2005,187279354.22,183699639.55,8.2725,FALSE
KOR,LAO,2005,1030869530.29,1236264090.47,9.0132,TRUE
KOR,MYS,2005,967793584.31,1018093683.7,8.9858,TRUE
KOR,MMR,2005,54608620.99,67058406.64,7.7373,FALSE
KOR,PHL,2005,3023250344.33,3644278420.41,9.4805,TRUE
KOR,THA,2005,944943691.5,1099951073.46,8.9754,TRUE
KOR,VNM,2005,50527233.64,44508499.96,7.7035,FALSE
KOR,CHN,2005,3937611410.86,3424111124.59,9.5952,TRUE
KOR,USA,2005,126848553.44,109763366.19,8.1033,FALSE
KOR,DEU,2005,20136517.21,23179604.26,7.304,FALSE
KOR,IND,2005,122837978.21,149537164.15,8.0893,FALSE
KOR,HKG,2005,401138034.42,488612021.26,8.6033,FALSE
KOR,FRA,2005,2764386655.86,2579205432.1,9.4416,TRUE
KOR,AUS,2005,270367682.34,259524271.0,8.432,FALSE
KOR,BRA,2005,97213549.53,92951333.66,7.9877,FALSE
KOR,ZAF,2005,1498967913.65,1666122467.79,9.1758,TRUE
KOR,MEX,2005,226343052.51,266785851.65,8.3548,FALSE
KOR,CAN,2005,1200080592.87,1363547470.39,9.0792,TRUE
KOR,NLD,2005,11146616486.71,9568258342.82,10.0471,TRUE
KOR,ITA,2005,4927919160.18,4616477161.77,9.6927,TRUE
KOR,SAU,2005,461080086.41,395151912.23,8.6638,FALSE
DEU,KHM,2005,436443631.13,526906007.85,8.6399,FALSE
DEU,MMR,2005,14013591310.12,14030072586.29,10.1465,TRUE
DEU,PHL,2005,3808155908.26,3804171888.93,9.5807,TRUE
DEU,SGP,2005,305557279.43,344160616.91,8.4851,FALSE
DEU,VNM,2005,1378130021.83,1483145825.18,9.1393,TRUE
DEU,CHN,2005,163999609.66,178579993.43,8.2148,FALSE
DEU,USA,2005,36008524.96,43527862.54,7.5564,FALSE
DEU,KOR,2005,270731817.6,246995340.0,8.4325,FALSE
DEU,IND,2005,484312126.59,558710484.58,8.6851,FALSE
DEU,HKG,2005,1384262752.1,1641252524.02,9.1412,TRUE
DEU,FRA,2005,10363056698.24,9071289969.79,10.0155,TRUE
DEU,GBR,2005,1068488988.54,1275017448.05,9.0288,TRUE
DEU,AUS,2005,37375301.5,34879378.76,7.5726,FALSE
DEU,BRA,2005,968473892.89,1019548369.96,8.9861,TRUE
DEU,ITA,2005,677096847.58,672090427.97,8.8307,TRUE
DEU,ESP,2005,68162695.46,77124728.36,7.8335,FALSE
DEU,SAU,2005,1238222108.74,1381007185.66,9.0928,TRUE
DEU,ARE,2005,216336058.04,193359175.02,8.3351,FALSE
DEU,BGD,2005,656812076.76,814241167.6,8.8174,TRUE
DEU,NGA,2005,154969291.75,164751529.7,8.1902,FALSE
DEU,CHL,2005,41632193.03,51937364.96,7.6194,FALSE
DEU,ARG,2005,4539379.98,4112375.41,6.657,FALSE
IND,KHM,2005,720525829.5,791596599.33,8.8576,TRUE
IND,IDN,2005,304844159.14,300529084.74,8.4841,FALSE
IND,MMR,2005,35368506.77,38595417.24,7.5486,FALSE
IND,THA,2005,1419869832.21,1538911969.69,9.1522,TRUE
IND,CHN,2005,110111216.94,95638775.37,8.0418,FALSE
IND,USA,2005,10408140248.97,9042068550.48,10.0174,TRUE
IND,DEU,2005,642279642.68,545954048.45,8.8077,TRUE
IND,HKG,2005,63097574.17,68137383.57,7.8,FALSE
IND,GBR,2005,18836686.43,22237793.71,7.275,FALSE
IND,ZAF,2005,13914604728.98,12149552801.34,10.1435,TRUE
IND,RUS,2005,367789185.09,351276522.28,8.5656,FALSE
IND,MEX,2005,37392184.0,34523677.31,7.5728,FALSE
IND,CAN,2005,548559074.24,566209465.81,8.7392,TRUE
IND,NLD,2005,83717158.04,92041144.34,7.9228,FALSE
IND,ITA,2005,507007730.23,489705966.35,8.705,FALSE
IND,ARE,2005,797720191.97,695161574.45,8.9019,TRUE
IND,BGD,2005,479179467.55,429555056.48,8.6805,FALSE
IND,PAK,2005,1079350264.29,936241300.13,9.0332,TRUE
IND,NGA,2005,5885111612.05,6643687422.71,9.7698,TRUE
IND,EGY,2005,1089863531.36,1329440740.29,9.0374,TRUE
IND,CHL,2005,545647149.23,671970960.64,8.7369,TRUE
HKG,KHM,2005,803983827.84,991767113.31,8.9052,TRUE
HKG,IDN,2005,113004559.22,105060584.07,8.0531,FALSE
HKG,MYS,2005,46539033.08,44890125.47,7.6678,FALSE
HKG,MMR,2005,59691757.88,60049541.53,7.7759,FALSE
HKG,PHL,2005,5690145.09,5148363.55,6.7551,FALSE
HKG,TWN,2005,2370096205.57,2072707119.62,9.3748,TRUE
HKG,FRA,2005,2355217667.88,2481019429.32,9.372,TRUE
HKG,BRA,2005,1200607779.76,1468472811.54,9.0794,TRUE
HKG,RUS,2005,208112719.42,235750029.27,8.3183,FALSE
HKG,ITA,2005,125114750.9,139803271.96,8.0973,FALSE
HKG,ESP,2005,18641615.2,22690021.88,7.2705,FALSE
HKG,ARE,2005,2357148278.91,2049637774.65,9.3724,TRUE
HKG,BGD,2005,166463876.89,203312234.45,8.2213,FALSE
HKG,PAK,2005,1154468417.19,1342757604.87,9.0624,TRUE
HKG,NGA,2005,156097027.6,156107331.81,8.1934,FALSE
HKG,EGY,2005,298017404.58,365975557.91,8.4742,FALSE
HKG,CHL,2005,485050068.23,593296716.41,8.6858,FALSE
TWN,BRN,2005,168705967.26,149556991.41,8.2271,FALSE
TWN,KHM,2005,77139755.45,68418880.97,7.8873,FALSE
TWN,IDN,2005,1889277106.41,1839831231.74,9.2763,TRUE
TWN,LAO,2005,80398710.5,82851084.02,7.9052,FALSE
TWN,MYS,2005,54735196.55,57800091.63,7.7383,FALSE
TWN,PHL,2005,10345851542.22,9005753480.13,10.0148,TRUE
TWN,SGP,2005,733587331.87,893288407.75,8.8655,TRUE
TWN,KOR,2005,115109554.43,141699465.58,8.0611,FALSE
TWN,HKG,2005,48594638.07,46275044.86,7.6866,FALSE
TWN,GBR,2005,3091347028.75,3803321155.08,9.4901,TRUE
TWN,ZAF,2005,49523677.75,53441565.28,7.6948,FALSE
TWN,RUS,2005,698263663.67,675443871.65,8.844,TRUE
TWN,MEX,2005,380856571.47,395402856.75,8.5808,FALSE
TWN,NLD,2005,614242730.03,712254418.62,8.7883,TRUE
TWN,ITA,2005,2496021935.51,2468648806.07,9.3972,TRUE
TWN,ESP,2005,38271774.48,36209769.71,7.5829,FALSE
TWN,SAU,2005,322533167.48,315373435.48,8.5086,FALSE
TWN,ARE,2005,88198407.73,106364561.82,7.9455,FALSE
TWN,BGD,2005,344147028.73,425043865.51,8.5367,FALSE
TWN,PAK,2005,196396227.19,181034701.98,8.2931,FALSE
TWN,NGA,2005,1035242119.35,1293019041.6,9.015,TRUE
TWN,EGY,2005,117070979.59,112386324.04,8.0684,FALSE
TWN,ARG,2005,691751558.75,751280167.35,8.84,TRUE
FRA,IDN,2005,11088721.33,11475308.81,7.0449,FALSE
FRA,MYS,2005,2154295187.48,2200850266.36,9.3333,TRUE
FRA,MMR,2005,5912154.41,5326342.15,6.7717,FALSE
FRA,VNM,2005,29869891.06,25694897.83,7.4752,FALSE
FRA,USA,2005,88673528.83,82770908.78,7.9478,FALSE
FRA,KOR,2005,1674012324.69,1825740229.25,9.2238,TRUE
FRA,HKG,2005,158771599.61,167312366.83,8.2008,FALSE
FRA,GBR,2005,169449176.35,195399534.36,8.229,FALSE
FRA,MEX,2005,446919261.16,524780563.91,8.6502,FALSE
FRA,CAN,2005,195796388.89,222986610.34,8.2918,FALSE
FRA,NLD,2005,121763276.89,119890451.32,8.0855,FALSE
FRA,ESP,2005,33663378133.5,35162369633.06,10.5272,TRUE
FRA,TUR,2005,1863857316.58,1786718450.86,9.2704,TRUE
FRA,ARE,2005,1403412016.41,1583692285.31,9.1472,TRUE
FRA,CHL,2005,655387543.22,692847530.97,8.8165,TRUE
FRA,ARG,2005,24262679.62,23829539.4,7.3849,FALSE
GBR,LAO,2005,121544050.04,141220952.71,8.0847,FALSE
GBR,PHL,2005,1190335978.84,1028596567.62,9.0757,TRUE
GBR,THA,2005,10570779.94,10277728.13,7.0241,FALSE
GBR,VNM,2005,5490044359.46,6737565017.11,9.7396,TRUE
GBR,CHN,2005,10684584.92,10290797.13,7.0288,FALSE
GBR,KOR,2005,602464784.57,667133946.96,8.7799,TRUE
GBR,DEU,2005,89318823.51,100515657.57,7.9509,FALSE
GBR,IND,2005,123140481.95,152412936.67,8.0904,FALSE
GBR,FRA,2005,1140257256.17,1385847495.5,9.057,TRUE
GBR,BRA,2005,12163152.91,14651541.38,7.085,FALSE
GBR,ZAF,2005,192907267.94,239867695.17,8.2853,FALSE
GBR,RUS,2005,137067610.55,159768238.87,8.1369,FALSE
GBR,MEX,2005,43575191.22,47304401.4,7.6392,FALSE
GBR,ITA,2005,749455285.67,929380610.54,8.8747,TRUE
GBR,ESP,2005,78581328.96,87373400.8,7.8953,FALSE
GBR,TUR,2005,613847786.3,630935129.33,8.7881,TRUE
GBR,PAK,2005,152856343.52,149914172.47,8.1843,FALSE
GBR,NGA,2005,138383631.47,158940567.13,8.1411,FALSE
GBR,EGY,2005,12485016.98,13980223.42,7.0964,FALSE
GBR,ARG,2005,319946582.18,333611175.71,8.5051,FALSE
AUS,BRN,2005,54180888.81,53282585.65,7.7338,FALSE
AUS,KHM,2005,587999864.99,520049225.54,8.7694,TRUE
AUS,LAO,2005,1179012424.11,1285217800.02,9.0715,TRUE
AUS,THA,2005,392329536.38,380859612.04,8.5937,FALSE
AUS,VNM,2005,24992121.62,22713895.94,7.3978,FALSE
AUS,USA,2005,1909720258.81,2315098484.8,9.281,TRUE
AUS,DEU,2005,1838497660.95,1760426663.25,9.2645,TRUE
AUS,IND,2005,569179283.02,576688544.02,8.7552,TRUE
AUS,TWN,2005,22625574.78,24460969.18,7.3546,FALSE
AUS,FRA,2005,224114540.55,243122947.11,8.3505,FALSE
AUS,GBR,2005,601650938.39,527795754.58,8.7793,TRUE
AUS,BRA,2005,1149533976.0,1158476092.03,9.0605,TRUE
AUS,ZAF,2005,264418054.61,283248435.97,8.4223,FALSE
AUS,MEX,2005,6844058189.15,8262549544.92,9.8353,TRUE
AUS,CAN,2005,244600494.18,224070463.96,8.3885,FALSE
AUS,NLD,2005,183443698.05,158833835.51,8.2635,FALSE
AUS,ITA,2005,119853238.53,111313488.76,8.0786,FALSE
AUS,ESP,2005,30882027.15,31390524.49,7.4897,FALSE
AUS,SAU,2005,40612249.34,48901643.99,7.6087,FALSE
AUS,ARE,2005,105409065.85,96580977.93,8.0229,FALSE
AUS,BGD,2005,940544770.14,862644039.86,8.9734,TRUE
AUS,PAK,2005,26895508065.65,31070320048.9,10.4297,TRUE
AUS,EGY,2005,32624505.23,39784188.52,7.5135,FALSE
AUS,ARG,2005,235548770.92,246829723.95,8.3721,FALSE
BRA,BRN,2005,150422675.38,129120346.36,8.1773,FALSE
BRA,IDN,2005,107406433.14,109681050.02,8.031,FALSE
BRA,LAO,2005,8876654.96,8484007.41,6.9482,FALSE
BRA,SGP,2005,1436133313.47,1484538455.82,9.1572,TRUE
BRA,THA,2005,437621764.32,469906359.6,8.6411,FALSE
BRA,VNM,2005,763472461.73,874310737.7,8.8828,TRUE
BRA,USA,2005,717942164.07,642774553.66,8.8561,TRUE
BRA,KOR,2005,52272397.58,49664173.54,7.7183,FALSE
BRA,DEU,2005,172982893.58,181817797.2,8.238,FALSE
BRA,IND,2005,1254012256.08,1284223684.09,9.0983,TRUE
BRA,HKG,2005,915763636.53,1045835347.1,8.9618,TRUE
BRA,TWN,2005,504253441.1,468370714.8,8.7026,FALSE
BRA,AUS,2005,29295837.47,33770157.99,7.4668,FALSE
BRA,ZAF,2005,9534676064.88,11305963012.94,9.9793,TRUE
BRA,RUS,2005,1359049555.86,1418604388.87,9.1332,TRUE
BRA,MEX,2005,1488334332.72,1316120164.6,9.1727,TRUE
BRA,ITA,2005,1024458704.71,1094039165.5,9.0105,TRUE
BRA,ESP,2005,41366718293.06,45951782618.67,10.6167,TRUE
BRA,ARE,2005,1241839318.62,1479922610.17,9.0941,TRUE
BRA,PAK,2005,231339903.64,240579603.96,8.3643,FALSE
BRA,NGA,2005,106388893.57,113530802.7,8.0269,FALSE
ZAF,LAO,2005,419069353.95,357396799.66,8.6223,FALSE
ZAF,MYS,2005,844698399.97,984209326.27,8.9267,TRUE
ZAF,MMR,2005,69193364.65,77168832.43,7.8401,FALSE
ZAF,SGP,2005,922333803.71,958599056.03,8.9649,TRUE
ZAF,JPN,2005,62438440.39,60807389.63,7.7955,FALSE
ZAF,KOR,2005,441040993.01,473881807.27,8.6445,FALSE
ZAF,TWN,2005,586727415.85,553723980.98,8.7684,TRUE
ZAF,FRA,2005,120831254.83,148823416.74,8.0822,FALSE
ZAF,GBR,2005,307962806.99,335990534.42,8.4885,FALSE
ZAF,AUS,2005,403148823.58,354867835.87,8.6055,FALSE
ZAF,BRA,2005,26881179.01,26129053.76,7.4294,FALSE
ZAF,ITA,2005,3250972523.01,3741338570.86,9.512,TRUE
ZAF,NGA,2005,441559721.08,499103976.27,8.645,FALSE
ZAF,CHL,2005,983389507.21,1220268874.8,8.9927,TRUE
ZAF,ARG,2005,39420166.67,36904090.95,7.5957,FALSE
RUS,IDN,2005,2166763169.42,2642090079.9,9.3358,TRUE
RUS,MMR,2005,118395973.48,139268432.0,8.0733,FALSE
RUS,VNM,2005,39686040.61,39739794.05,7.5986,FALSE
RUS,CHN,2005,555292650.4,684172932.22,8.7445,TRUE
RUS,KOR,2005,96784378.4,90326818.58,7.9858,FALSE
RUS,IND,2005,278095227.61,330232211.35,8.4442,FALSE
RUS,TWN,2005,480214910.41,481331165.69,8.6814,FALSE
RUS,FRA,2005,45417871369.57,49469557010.01,10.6572,TRUE
RUS,AUS,2005,123278455.96,109137135.35,8.0909,FALSE
RUS,BRA,2005,2379730815.63,2306528952.83,9.3765,TRUE
RUS,MEX,2005,154542145.89,169141235.54,8.189,FALSE
RUS,ITA,2005,122606908.25,149222097.79,8.0885,FALSE
RUS,TUR,2005,3291348435.39,3631841354.42,9.5174,TRUE
RUS,ARE,2005,197058029.83,171051412.06,8.2946,FALSE
RUS,BGD,2005,25738527.41,31680777.17,7.4106,FALSE
RUS,NGA,2005,233064438.71,210128434.91,8.3675,FALSE
RUS,EGY,2005,796095529.35,918813199.4,8.901,TRUE
MEX,KHM,2005,2453042993.7,2339423080.49,9.3897,TRUE
MEX,MYS,2005,59029096.68,52661457.94,7.7711,FALSE
MEX,MMR,2005,481348428.77,411084004.74,8.6825,FALSE
MEX,PHL,2005,357864668.04,350347267.56,8.5537,FALSE
MEX,SGP,2005,4114239285.52,3946853834.32,9.6143,TRUE
MEX,THA,2005,316455112.06,359753220.81,8.5003,FALSE
MEX,VNM,2005,291075142.27,293851046.32,8.464,FALSE
MEX,CHN,2005,135657177.08,144520285.21,8.1324,FALSE
MEX,USA,2005,70536819.79,75006586.51,7.8484,FALSE
MEX,KOR,2005,393595588.53,429103350.14,8.5951,FALSE
MEX,DEU,2005,192909335.49,232161152.28,8.2854,FALSE
MEX,TWN,2005,14750280.1,13413578.63,7.1688,FALSE
MEX,GBR,2005,2001076980.5,1705442129.44,9.3013,TRUE
MEX,ZAF,2005,69680929.42,80349241.52,7.8431,FALSE
MEX,RUS,2005,601984981.06,521163574.23,8.7796,TRUE
MEX,CAN,2005,549232349.82,573463499.52,8.7398,TRUE
MEX,NLD,2005,1612381038.33,1461082261.4,9.2075,TRUE
MEX,ITA,2005,53076492.35,63620508.15,7.7249,FALSE
MEX,ESP,2005,78930944.81,86279706.58,7.8972,FALSE
MEX,TUR,2005,522044364.61,541270521.78,8.7177,FALSE
MEX,SAU,2005,68630368.44,84190502.62,7.8365,FALSE
MEX,PAK,2005,1511257514.28,1324655267.75,9.1793,TRUE
MEX,EGY,2005,465812839.74,567557568.52,8.6682,FALSE
MEX,CHL,2005,3329087433.79,4016902618.67,9.5223,TRUE
